,product_cd,category_major_cd,category_major_name,category_medium_cd,category_medium_name,category_small_cd,category_small_name,unit_price,unit_cost
3115,P070406130,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3116,P070406131,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3117,P070406132,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3118,P070406133,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3119,P070406134,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3120,P070406135,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3121,P070406136,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3122,P070406137,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3123,P070406138,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3124,P070406139,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,235.0,176.0
3125,P070406140,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,238.0,179.0
3126,P070406141,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,238.0,179.0
3127,P070406142,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,238.0,179.0
3128,P070406143,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,245.0,184.0
3129,P070406144,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,245.0,184.0
3130,P070406145,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,245.0,184.0
3131,P070406146,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,248.0,186.0
3132,P070406147,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,248.0,186.0
3133,P070406148,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,248.0,186.0
3134,P070406149,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,248.0,186.0
3135,P070406150,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,253.0,190.0
3136,P070406151,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,255.0,191.0
3137,P070406152,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,255.0,191.0
3138,P070406153,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,258.0,194.0
3139,P070406154,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,258.0,194.0
3140,P070406155,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,258.0,194.0
3141,P070406156,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,258.0,194.0
3142,P070406157,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,258.0,194.0
3143,P070406158,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3144,P070406159,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3145,P070406160,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3146,P070406161,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3147,P070406162,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3148,P070406163,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3149,P070406164,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3150,P070406165,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3151,P070406166,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3152,P070406167,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,265.0,199.0
3153,P070406168,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,288.0,216.0
3154,P070406169,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,290.0,218.0
3155,P070406170,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,295.0,221.0
3156,P070406171,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,298.0,224.0
3157,P070406172,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,298.0,224.0
3158,P070406173,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,308.0,231.0
3159,P070406174,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,315.0,236.0
3160,P070406175,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,315.0,236.0
3161,P070406176,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,315.0,236.0
3162,P070406177,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,315.0,236.0
3163,P070406178,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,315.0,236.0
3164,P070406179,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,318.0,239.0
3165,P070406180,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,318.0,239.0
3166,P070406181,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,325.0,244.0
3167,P070406182,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,325.0,244.0
3168,P070406183,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,360.0,270.0
3169,P070406184,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,360.0,270.0
3170,P070406185,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,368.0,276.0
3171,P070406186,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,408.0,306.0
3172,P070406187,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,458.0,344.0
3173,P070406188,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,475.0,356.0
3174,P070406189,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,485.0,364.0
3175,P070406190,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,528.0,396.0
3176,P070406191,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,548.0,411.0
3177,P070406192,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,548.0,411.0
3178,P070406193,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,568.0,426.0
3179,P070406194,07,瓶詰缶詰,0704,洋風調味料,070406,スパイス,698.0,524.0
3180,P070407001,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,98.0,74.0
3181,P070407002,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,128.0,96.0
3182,P070407003,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,135.0,101.0
3183,P070407004,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3184,P070407005,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3185,P070407006,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3186,P070407007,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3187,P070407008,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3188,P070407009,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3189,P070407010,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3190,P070407011,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,138.0,104.0
3191,P070407012,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,148.0,111.0
3192,P070407013,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,158.0,119.0
3193,P070407014,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,168.0,126.0
3194,P070407015,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,178.0,134.0
3195,P070407016,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,178.0,134.0
3196,P070407017,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,178.0,134.0
3197,P070407018,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,178.0,134.0
3198,P070407019,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,188.0,141.0
3199,P070407020,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,188.0,141.0
3200,P070407021,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3201,P070407022,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3202,P070407023,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3203,P070407024,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3204,P070407025,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3205,P070407026,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3206,P070407027,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3207,P070407028,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3208,P070407029,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,198.0,149.0
3209,P070407030,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,218.0,164.0
3210,P070407031,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,218.0,164.0
3211,P070407032,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,228.0,171.0
3212,P070407033,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,238.0,179.0
3213,P070407034,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,245.0,184.0
3214,P070407035,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,255.0,191.0
3215,P070407036,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,258.0,194.0
3216,P070407037,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,258.0,194.0
3217,P070407038,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,258.0,194.0
3218,P070407039,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,265.0,199.0
3219,P070407040,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,288.0,216.0
3220,P070407041,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,288.0,216.0
3221,P070407042,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,315.0,236.0
3222,P070407043,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,315.0,236.0
3223,P070407044,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,328.0,246.0
3224,P070407045,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,328.0,246.0
3225,P070407046,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,348.0,261.0
3226,P070407047,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,368.0,276.0
3227,P070407048,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,375.0,281.0
3228,P070407049,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,378.0,284.0
3229,P070407050,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,378.0,284.0
3230,P070407051,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,418.0,314.0
3231,P070407052,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,425.0,319.0
3232,P070407053,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,475.0,356.0
3233,P070407054,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,475.0,356.0
3234,P070407055,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,475.0,356.0
3235,P070407056,07,瓶詰缶詰,0704,洋風調味料,070407,中華材料,498.0,374.0
3236,P070408001,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,148.0,111.0
3237,P070408002,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,188.0,141.0
3238,P070408003,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,188.0,141.0
3239,P070408004,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,238.0,179.0
3240,P070408005,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,258.0,194.0
3241,P070408006,07,瓶詰缶詰,0704,洋風調味料,070408,その他洋風調味料,288.0,216.0
3242,P070501001,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,98.0,74.0
3243,P070501002,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,100.0,75.0
3244,P070501003,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,110.0,83.0
3245,P070501004,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,128.0,96.0
3246,P070501005,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,128.0,96.0
3247,P070501006,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,128.0,96.0
3248,P070501007,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,148.0,111.0
3249,P070501008,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,155.0,116.0
3250,P070501009,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,155.0,116.0
3251,P070501010,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,168.0,126.0
3252,P070501011,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,178.0,134.0
3253,P070501012,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,178.0,134.0
3254,P070501013,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,178.0,134.0
3255,P070501014,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,195.0,146.0
3256,P070501015,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,195.0,146.0
3257,P070501016,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,198.0,149.0
3258,P070501017,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,228.0,171.0
3259,P070501018,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,238.0,179.0
3260,P070501019,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,268.0,201.0
3261,P070501020,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,298.0,224.0
3262,P070501021,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,345.0,259.0
3263,P070501022,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,345.0,259.0
3264,P070501023,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,358.0,269.0
3265,P070501024,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,368.0,276.0
3266,P070501025,07,瓶詰缶詰,0705,缶・瓶詰,070501,農産缶詰,428.0,321.0
3267,P070502001,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,100.0,75.0
3268,P070502002,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,100.0,75.0
3269,P070502003,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,100.0,75.0
3270,P070502004,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,100.0,75.0
3271,P070502005,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,100.0,75.0
3272,P070502006,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,113.0,85.0
3273,P070502007,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,168.0,126.0
3274,P070502008,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,215.0,161.0
3275,P070502009,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,228.0,171.0
3276,P070502010,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,248.0,186.0
3277,P070502011,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,248.0,186.0
3278,P070502012,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,258.0,194.0
3279,P070502013,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,268.0,201.0
3280,P070502014,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,278.0,209.0
3281,P070502015,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,288.0,216.0
3282,P070502016,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,318.0,239.0
3283,P070502017,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,358.0,269.0
3284,P070502018,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,448.0,336.0
3285,P070502019,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,488.0,366.0
3286,P070502020,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,588.0,441.0
3287,P070502021,07,瓶詰缶詰,0705,缶・瓶詰,070502,畜産缶詰,598.0,449.0
3288,P070503001,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3289,P070503002,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3290,P070503003,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3291,P070503004,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3292,P070503005,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3293,P070503006,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3294,P070503007,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3295,P070503008,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3296,P070503009,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3297,P070503010,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3298,P070503011,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3299,P070503012,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3300,P070503013,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3301,P070503014,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3302,P070503015,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3303,P070503016,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3304,P070503017,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3305,P070503018,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3306,P070503019,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3307,P070503020,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,100.0,75.0
3308,P070503021,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,115.0,86.0
3309,P070503022,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,128.0,96.0
3310,P070503023,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,128.0,96.0
3311,P070503024,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,138.0,104.0
3312,P070503025,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,138.0,104.0
3313,P070503026,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,138.0,104.0
3314,P070503027,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,138.0,104.0
3315,P070503028,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,138.0,104.0
3316,P070503029,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,145.0,109.0
3317,P070503030,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,145.0,109.0
3318,P070503031,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,148.0,111.0
3319,P070503032,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,148.0,111.0
3320,P070503033,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,148.0,111.0
3321,P070503034,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,158.0,119.0
3322,P070503035,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,158.0,119.0
3323,P070503036,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,158.0,119.0
3324,P070503037,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,160.0,120.0
3325,P070503038,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,160.0,120.0
3326,P070503039,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,165.0,124.0
3327,P070503040,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,165.0,124.0
3328,P070503041,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,165.0,124.0
3329,P070503042,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,165.0,124.0
3330,P070503043,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,188.0,141.0
3331,P070503044,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,188.0,141.0
3332,P070503045,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,188.0,141.0
3333,P070503046,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,188.0,141.0
3334,P070503047,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,195.0,146.0
3335,P070503048,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,198.0,149.0
3336,P070503049,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,198.0,149.0
3337,P070503050,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,198.0,149.0
3338,P070503051,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,198.0,149.0
3339,P070503052,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,208.0,156.0
3340,P070503053,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,208.0,156.0
3341,P070503054,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,218.0,164.0
3342,P070503055,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,218.0,164.0
3343,P070503056,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,238.0,179.0
3344,P070503057,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,238.0,179.0
3345,P070503058,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,248.0,186.0
3346,P070503059,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,248.0,186.0
3347,P070503060,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,258.0,194.0
3348,P070503061,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,258.0,194.0
3349,P070503062,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,258.0,194.0
3350,P070503063,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,268.0,201.0
3351,P070503064,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,278.0,209.0
3352,P070503065,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,288.0,216.0
3353,P070503066,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,288.0,216.0
3354,P070503067,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,295.0,221.0
3355,P070503068,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,298.0,224.0
3356,P070503069,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,318.0,239.0
3357,P070503070,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,328.0,246.0
3358,P070503071,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,338.0,254.0
3359,P070503072,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,348.0,261.0
3360,P070503073,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,348.0,261.0
3361,P070503074,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,368.0,276.0
3362,P070503075,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,378.0,284.0
3363,P070503076,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,390.0,293.0
3364,P070503077,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,418.0,314.0
3365,P070503078,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,418.0,314.0
3366,P070503079,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,428.0,321.0
3367,P070503080,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,428.0,321.0
3368,P070503081,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,468.0,351.0
3369,P070503082,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,468.0,351.0
3370,P070503083,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,512.0,384.0
3371,P070503084,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,512.0,384.0
3372,P070503085,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,518.0,389.0
3373,P070503086,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,598.0,449.0
3374,P070503087,07,瓶詰缶詰,0705,缶・瓶詰,070503,水産缶詰,778.0,584.0
3375,P070504001,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,100.0,75.0
3376,P070504002,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,100.0,75.0
3377,P070504003,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,100.0,75.0
3378,P070504004,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,128.0,96.0
3379,P070504005,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,148.0,111.0
3380,P070504006,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,148.0,111.0
3381,P070504007,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,148.0,111.0
3382,P070504008,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,158.0,119.0
3383,P070504009,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,168.0,126.0
3384,P070504010,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,175.0,131.0
3385,P070504011,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,178.0,134.0
3386,P070504012,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,178.0,134.0
3387,P070504013,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,178.0,134.0
3388,P070504014,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,178.0,134.0
3389,P070504015,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,178.0,134.0
3390,P070504016,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,188.0,141.0
3391,P070504017,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,195.0,146.0
3392,P070504018,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,198.0,149.0
3393,P070504019,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,198.0,149.0
3394,P070504020,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,198.0,149.0
3395,P070504021,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,198.0,149.0
3396,P070504022,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,218.0,164.0
3397,P070504023,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,228.0,171.0
3398,P070504024,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,228.0,171.0
3399,P070504025,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,228.0,171.0
3400,P070504026,07,瓶詰缶詰,0705,缶・瓶詰,070504,フルーツ缶詰,238.0,179.0
