product_cd	category_major_cd	category_major_name	category_medium_cd	category_medium_name	category_small_cd	category_small_name	unit_price	unit_cost
P070406032	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406033	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406034	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406035	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406036	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406037	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406038	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	128.0	96.0
P070406039	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	133.0	100.0
P070406040	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	135.0	101.0
P070406041	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	138.0	104.0
P070406042	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	138.0	104.0
P070406043	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	138.0	104.0
P070406044	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	138.0	104.0
P070406045	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	138.0	104.0
P070406046	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406047	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406048	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406049	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406050	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406051	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406052	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	145.0	109.0
P070406053	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	148.0	111.0
P070406054	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406055	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406056	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406057	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406058	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406059	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406060	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406061	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	155.0	116.0
P070406062	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	158.0	119.0
P070406063	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	165.0	124.0
P070406064	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	165.0	124.0
P070406065	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	168.0	126.0
P070406066	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	168.0	126.0
P070406067	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	170.0	128.0
P070406068	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406069	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406070	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406071	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406072	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406073	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406074	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406075	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406076	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406077	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406078	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406079	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406080	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406081	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406082	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406083	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406084	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406085	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406086	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406087	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	175.0	131.0
P070406088	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406089	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406090	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406091	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406092	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406093	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406094	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406095	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406096	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406097	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406098	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406099	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406100	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406101	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	178.0	134.0
P070406102	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	188.0	141.0
P070406103	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	195.0	146.0
P070406104	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	195.0	146.0
P070406105	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	195.0	146.0
P070406106	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	195.0	146.0
P070406107	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	198.0	149.0
P070406108	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	198.0	149.0
P070406109	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	198.0	149.0
P070406110	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	208.0	156.0
P070406111	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406112	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406113	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406114	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406115	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406116	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406117	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406118	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406119	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	215.0	161.0
P070406120	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406121	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406122	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406123	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406124	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406125	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406126	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406127	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406128	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406129	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406130	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406131	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406132	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406133	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406134	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406135	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406136	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406137	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406138	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406139	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	235.0	176.0
P070406140	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	238.0	179.0
P070406141	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	238.0	179.0
P070406142	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	238.0	179.0
P070406143	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	245.0	184.0
P070406144	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	245.0	184.0
P070406145	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	245.0	184.0
P070406146	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	248.0	186.0
P070406147	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	248.0	186.0
P070406148	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	248.0	186.0
P070406149	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	248.0	186.0
P070406150	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	253.0	190.0
P070406151	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	255.0	191.0
P070406152	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	255.0	191.0
P070406153	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	258.0	194.0
P070406154	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	258.0	194.0
P070406155	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	258.0	194.0
P070406156	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	258.0	194.0
P070406157	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	258.0	194.0
P070406158	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406159	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406160	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406161	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406162	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406163	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406164	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406165	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406166	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406167	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	265.0	199.0
P070406168	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	288.0	216.0
P070406169	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	290.0	218.0
P070406170	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	295.0	221.0
P070406171	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	298.0	224.0
P070406172	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	298.0	224.0
P070406173	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	308.0	231.0
P070406174	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	315.0	236.0
P070406175	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	315.0	236.0
P070406176	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	315.0	236.0
P070406177	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	315.0	236.0
P070406178	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	315.0	236.0
P070406179	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	318.0	239.0
P070406180	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	318.0	239.0
P070406181	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	325.0	244.0
P070406182	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	325.0	244.0
P070406183	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	360.0	270.0
P070406184	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	360.0	270.0
P070406185	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	368.0	276.0
P070406186	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	408.0	306.0
P070406187	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	458.0	344.0
P070406188	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	475.0	356.0
P070406189	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	485.0	364.0
P070406190	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	528.0	396.0
P070406191	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	548.0	411.0
P070406192	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	548.0	411.0
P070406193	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	568.0	426.0
P070406194	07	瓶詰缶詰	0704	洋風調味料	070406	スパイス	698.0	524.0
P070407001	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	98.0	74.0
P070407002	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	128.0	96.0
P070407003	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	135.0	101.0
P070407004	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407005	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407006	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407007	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407008	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407009	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407010	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407011	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	138.0	104.0
P070407012	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	148.0	111.0
P070407013	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	158.0	119.0
P070407014	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	168.0	126.0
P070407015	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	178.0	134.0
P070407016	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	178.0	134.0
P070407017	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	178.0	134.0
P070407018	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	178.0	134.0
P070407019	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	188.0	141.0
P070407020	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	188.0	141.0
P070407021	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407022	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407023	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407024	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407025	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407026	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407027	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407028	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407029	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	198.0	149.0
P070407030	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	218.0	164.0
P070407031	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	218.0	164.0
P070407032	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	228.0	171.0
P070407033	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	238.0	179.0
P070407034	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	245.0	184.0
P070407035	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	255.0	191.0
P070407036	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	258.0	194.0
P070407037	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	258.0	194.0
P070407038	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	258.0	194.0
P070407039	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	265.0	199.0
P070407040	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	288.0	216.0
P070407041	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	288.0	216.0
P070407042	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	315.0	236.0
P070407043	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	315.0	236.0
P070407044	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	328.0	246.0
P070407045	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	328.0	246.0
P070407046	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	348.0	261.0
P070407047	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	368.0	276.0
P070407048	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	375.0	281.0
P070407049	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	378.0	284.0
P070407050	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	378.0	284.0
P070407051	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	418.0	314.0
P070407052	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	425.0	319.0
P070407053	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	475.0	356.0
P070407054	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	475.0	356.0
P070407055	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	475.0	356.0
P070407056	07	瓶詰缶詰	0704	洋風調味料	070407	中華材料	498.0	374.0
P070408001	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	148.0	111.0
P070408002	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	188.0	141.0
P070408003	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	188.0	141.0
P070408004	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	238.0	179.0
P070408005	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	258.0	194.0
P070408006	07	瓶詰缶詰	0704	洋風調味料	070408	その他洋風調味料	288.0	216.0
P070501001	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	98.0	74.0
P070501002	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	100.0	75.0
P070501003	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	110.0	83.0
P070501004	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	128.0	96.0
P070501005	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	128.0	96.0
P070501006	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	128.0	96.0
P070501007	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	148.0	111.0
P070501008	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	155.0	116.0
P070501009	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	155.0	116.0
P070501010	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	168.0	126.0
P070501011	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	178.0	134.0
P070501012	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	178.0	134.0
P070501013	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	178.0	134.0
P070501014	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	195.0	146.0
P070501015	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	195.0	146.0
P070501016	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	198.0	149.0
P070501017	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	228.0	171.0
P070501018	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	238.0	179.0
P070501019	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	268.0	201.0
P070501020	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	298.0	224.0
P070501021	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	345.0	259.0
P070501022	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	345.0	259.0
P070501023	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	358.0	269.0
P070501024	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	368.0	276.0
P070501025	07	瓶詰缶詰	0705	缶・瓶詰	070501	農産缶詰	428.0	321.0
P070502001	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	100.0	75.0
P070502002	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	100.0	75.0
P070502003	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	100.0	75.0
P070502004	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	100.0	75.0
P070502005	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	100.0	75.0
P070502006	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	113.0	85.0
P070502007	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	168.0	126.0
P070502008	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	215.0	161.0
P070502009	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	228.0	171.0
P070502010	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	248.0	186.0
P070502011	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	248.0	186.0
P070502012	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	258.0	194.0
P070502013	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	268.0	201.0
P070502014	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	278.0	209.0
P070502015	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	288.0	216.0
P070502016	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	318.0	239.0
P070502017	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	358.0	269.0
P070502018	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	448.0	336.0
P070502019	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	488.0	366.0
P070502020	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	588.0	441.0
P070502021	07	瓶詰缶詰	0705	缶・瓶詰	070502	畜産缶詰	598.0	449.0
P070503001	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503002	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503003	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503004	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503005	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503006	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503007	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503008	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503009	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503010	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503011	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503012	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503013	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503014	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503015	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503016	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503017	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503018	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503019	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503020	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	100.0	75.0
P070503021	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	115.0	86.0
P070503022	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	128.0	96.0
P070503023	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	128.0	96.0
P070503024	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	138.0	104.0
P070503025	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	138.0	104.0
P070503026	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	138.0	104.0
P070503027	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	138.0	104.0
P070503028	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	138.0	104.0
P070503029	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	145.0	109.0
P070503030	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	145.0	109.0
P070503031	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	148.0	111.0
P070503032	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	148.0	111.0
P070503033	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	148.0	111.0
P070503034	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	158.0	119.0
P070503035	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	158.0	119.0
P070503036	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	158.0	119.0
P070503037	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	160.0	120.0
P070503038	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	160.0	120.0
P070503039	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	165.0	124.0
P070503040	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	165.0	124.0
P070503041	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	165.0	124.0
P070503042	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	165.0	124.0
P070503043	07	瓶詰缶詰	0705	缶・瓶詰	070503	水産缶詰	188.0	141.0
